10000 2
2.21796 4.84434 -0.611435
2.09858 2.6892 -0.828236
4.76894 1.3823 0.127634
5.30929 1.13726 -0.083667
6.17637 0.314159 0.187889
0.00628319 5.83708 -0.382948
2.00434 1.20637 -0.0482153
1.69646 0.502655 0.297819
3.37407 0.898495 0.711455
2.56982 2.18027 -0.92442
5.44124 2.47558 -0.982622
4.01496 0.0188496 0.511127
3.78876 4.95115 0.251224
3.39292 4.98257 -0.0163429
3.68823 1.13726 0.825289
2.67035 5.91248 -0.742175
5.98159 0.703717 0.209708
4.53018 0.395841 0.533974
2.08602 3.56257 -0.0557928
1.5331 1.9792 -0.326821
6.08841 1.54566 -0.164767
1.5331 1.81584 -0.197689
4.96372 3.22956 -0.153365
4.53018 2.0546 -0.23356
0.0565487 0.816814 0.555442
4.24115 5.49779 -0.0954915
5.50407 4.1846 -0.0648686
1.45142 3.01593 -0.00609545
2.85257 4.84434 -0.403618
3.92699 0.263894 0.751812
1.91009 2.53212 -0.783213
2.10487 1.61478 -0.482079
3.23584 0.351858 0.417219
4.2223 5.32186 -0.054069
6.12611 5.76168 -0.58647
3.22956 5.93761 -0.2312
1.02416 4.76265 0.393887
3.68195 5.98788 0.162708
3.92071 1.92894 0.171668
1.76558 3.97726 0.307586
4.95743 1.93522 -0.568358
5.40982 0.106814 -0.386279
6.11982 0.578053 0.297149
5.33442 2.6892 -0.866693
1.35088 2.98451 0.0583811
5.16478 5.47894 -0.892789
1.44513 0.98646 0.584461
3.02221 4.68097 -0.0868542
3.55628 0.961327 0.838123
3.71965 3.3992 0.703984
0.439823 2.8777 0.133445
5.26531 3.67566 -0.00876737
1.35717 2.66407 -0.200982
3.38664 1.20637 0.568358
0.521504 1.08071 0.84726
1.11212 5.47894 -0.10265
5.22761 0.238761 -0.198973
1.52053 5.06425 -0.273347
3.0285 0.57177 0.342918
3.68195 0.314159 0.735038
5.76796 2.56982 -0.883816
5.7931 0.929911 0.0639629
5.76796 4.7438 -0.460159
1.53938 3.04106 -0.0684597
5.70513 1.18752 -0.110794
2.37504 6.15124 -0.630065
4.06522 1.35717 0.688202
3.54372 1.35088 0.573044
6.2392 2.85885 -0.311839
2.55726 0.477522 -0.0519463
6.15124 3.67566 0.307733
1.89124 5.09566 -0.645779
6.12611 5.62345 -0.6388
6.08841 5.08938 -0.532163
6.19522 3.49345 0.236016
1.33204 1.61478 0.185864
1.99177 3.05363 -0.460482
4.75637 1.47655 0.0497651
1.51425 0.0188496 0.0752733
0.452389 0.936195 0.870576
1.20637 2.82743 0.0391133
3.01593 5.27788 -0.576758
0.113097 2.49442 -0.368878
0.345575 0.069115 0.387607
1.28177 5.1208 -0.0912871
2.7646 1.15611 0.026483
2.51327 0.584336 -0.0154123
2.18027 4.56788 -0.326857
6.20779 1.99177 -0.448083
3.37407 6.11982 0.0637198
5.48522 0.634602 -0.0224098
3.6631 1.19381 0.774235
3.68823 2.14257 -0.0109848
4.88203 5.20248 -0.581708
4.3731 1.26292 0.602632
2.07345 5.57947 -0.915507
0.0188496 5.08938 -0.323428
0.502655 0.13823 0.55864
3.5123 0.854513 0.832897
2.41903 4.80035 -0.583569
1.90381 1.11212 0.0880654
1.88496 0.345575 0.0248194
1.69646 4.06522 0.356669
4.91345 1.62106 -0.245868
6.05699 4.2223 0.19674
3.67566 5.25903 -0.00591488
4.8569 1.05558 0.286254
2.38133 2.26823 -0.991651
5.40982 3.19814 -0.435854
1.18752 3.49973 0.67512
4.46106 3.26097 0.359126
2.8023 0.41469 0.0549109
4.28513 5.51664 -0.122519
0.55292 1.51425 0.503349
2.29965 5.18363 -0.901314
2.2431 4.20345 -0.0617662
0.0188496 4.12805 0.478961
4.54903 3.92699 0.660472
1.91637 3.18557 -0.274786
5.55434 1.69018 -0.615055
3.33637 2.94681 -1.94289e-16
2.88398 1.91009 -0.560209
6.21407 1.19381 0.273378
4.17832 5.34699 -0.0392789
0.320442 1.30062 0.556172
2.56354 4.78779 -0.532733
0.490088 1.29434 0.677885
5.20248 4.77522 -0.477965
0.534071 1.68389 0.326018
2.22425 2.83372 -0.771477
2.79602 4.46734 -0.08336
0.760265 5.02655 0.205476
2.3185 5.30929 -0.963468
2.67664 0.163363 -0.240312
4.42336 4.15947 0.720118
1.85354 1.47655 -0.174223
0.823097 0.666018 0.984395
3.39292 0.753982 0.73989
4.07779 3.49973 0.805725
2.02947 4.39823 -0.103103
0.728849 4.59929 0.608941
5.11451 1.22522 -0.0414425
1.82212 4.0338 0.247757
1.92894 2.35619 -0.828293
1.64619 0.0816814 0.00620579
1.12469 0.376991 0.731505
0.483805 1.88496 0.117874
5.40354 2.8023 -0.804989
3.12274 4.00867 0.474498
5.17734 3.48088 -0.0869378
1.88496 2.95938 -0.472099
4.95743 2.70805 -0.616573
3.63168 4.27885 0.796519
5.68 3.63796 -0.0484005
3.71336 1.42628 0.597563
1.75301 4.44221 0.0790138
1.95407 0.590619 0.115712
1.59593 3.78248 0.454139
0.55292 5.74283 0.0057751
2.06717 4.41708 -0.140326
1.75301 3.19186 -0.128025
4.79407 2.23681 -0.567134
1.00531 6.12611 0.297905
0.967611 0.0628319 0.529831
3.85788 6.14496 0.358755
3.54372 5.74283 -0.0809911
2.82743 2.21796 -0.774906
4.38566 2.38761 -0.195048
2.43159 5.99416 -0.767523
6.02557 6.14496 -0.38284
3.34894 1.4954 0.276566
0.232478 5.30929 -0.240697
4.2977 4.04637 0.854572
5.02027 4.8569 -0.431296
3.50602 0.804248 0.832651
5.20248 5.25903 -0.859366
6.21407 3.71336 0.386158
3.43062 0.936195 0.750629
5.76796 4.39823 -0.134871
0.999026 3.34265 0.65074
4.26628 4.54274 0.555641
5.02027 0.810531 0.210582
2.69549 3.12274 -0.408076
3.19814 5.12708 -0.312328
5.0454 5.15221 -0.694186
0.917345 2.11115 0.0415452
0.364425 1.14982 0.705977
3.34894 0.596903 0.666341
5.19619 2.08602 -0.84053
1.3823 4.63071 0.265381
5.10823 0.301593 -0.0721334
5.82451 5.03911 -0.70096
6.22664 2.97195 -0.222838
1.90381 5.71142 -0.763983
3.29867 2.90911 -0.0696831
2.77717 1.28177 -0.0598088
3.38035 3.72593 0.689906
4.30398 2.00434 -0.0167369
2.77717 3.43062 -0.0598088
3.05991 1.53938 -0.0499233
2.29965 3.97726 0.000669853
3.65053 4.88203 0.259087
1.06186 0.722566 0.921555
5.47894 2.18655 -0.97114
5.02027 0.578053 0.168834
2.75204 3.84531 0.142018
0.879646 2.29336 -0.00491373
2.60124 0.823097 0.0574338
1.19381 0.439823 0.72753
2.46301 4.49248 -0.275744
3.34894 1.16867 0.561608
1.70903 2.65779 -0.548242
4.8946 6.01301 -0.435426
0.596903 1.38858 0.643094
3.16673 3.65681 0.453885
5.13965 1.39487 -0.204804
3.56885 4.72496 0.364561
6.2769 0.559203 0.44342
1.37602 5.47265 -0.309479
4.95743 0.113097 -0.123217
1.9792 1.42628 -0.221975
6.17637 2.85885 -0.373917
5.93133 4.70611 -0.317245
5.89363 0.841947 0.145481
5.14593 4.29142 -0.00825068
1.2692 4.42336 0.556832
5.46009 2.97823 -0.659051
0.804248 4.07779 0.977077
4.91973 1.40115 -0.0350434
1.39487 4.01496 0.664604
0.98646 2.46929 -0.0271475
5.41611 4.55531 -0.338834
0.911062 1.33832 0.708483
1.04301 2.28708 -0.0601388
2.74575 6.00673 -0.618355
4.61186 4.72496 0.0872899
1.14982 4.50504 0.574424
3.51858 3.01593 0.217929
2.93425 5.34071 -0.676981
6.06956 1.79699 -0.425746
3.34894 1.05558 0.630217
6.22664 2.53212 -0.525795
6.24549 2.95938 -0.215869
2.53841 4.88832 -0.639486
0.289027 6.14496 0.136721
2.62009 3.48717 -0.11325
2.33106 1.75301 -0.677574
3.97726 5.4538 -0.000591296
3.09761 5.02027 -0.332712
3.66938 1.77186 0.239405
4.7438 2.00434 -0.412617
0.213628 1.82841 -0.0391759
2.43788 3.73221 -0.0308044
4.84434 1.30062 0.126799
5.0077 0.559203 0.171265
3.10389 2.07345 -0.459827
1.62106 5.25903 -0.494249
0.534071 3.79504 0.920844
4.1469 3.07248 0.383518
2.40018 0.364425 -0.165061
5.15221 5.02655 -0.679149
3.85159 1.20009 0.831992
2.70805 1.54566 -0.356099
2.58867 1.73416 -0.607393
0.289027 6.25805 0.248075
3.50602 0.961327 0.802373
4.19088 5.93761 0.11325
2.78973 0.351858 0
5.59832 3.56257 -0.116957
1.65248 4.32283 0.270006
0.0565487 0.684867 0.546356
0.119381 3.88929 0.616829
1.87239 2.86513 -0.546222
1.40115 6.01929 -0.0854018
1.87239 3.80761 0.202181
0.100531 0.741416 0.597922
4.76265 6.17009 -0.162316
4.15319 3.3992 0.696066
1.43257 0.458673 0.533471
5.13965 3.93327 0.122835
0.439823 4.57416 0.521733
4.90088 4.63071 -0.102744
4.22858 3.61911 0.819936
0.911062 3.55 0.848776
3.11646 2.56982 -0.480175
1.58965 3.17301 0.0125502
5.46637 3.92071 0.000947158
0.779115 1.06186 0.925458
2.72062 2.18027 -0.842338
0.797965 4.59301 0.618092
1.91637 3.11646 -0.343834
5.33442 0.395841 -0.117781
3.00336 3.20442 -0.0738094
6.01301 0.364425 0.0757862
5.88106 4.86947 -0.514663
4.30398 2.24938 -0.12415
3.16044 2.92168 -0.194045
2.80858 3.32381 -0.130724
0.257611 3.72593 0.70648
0.590619 3.37407 0.68673
2.22425 4.39195 -0.183738
2.47558 1.40743 -0.325344
4.24743 3.25469 0.512919
4.68097 0.684867 0.521323
1.36973 1.41372 0.350195
1.20637 3.28611 0.475516
4.53018 0.257611 0.42457
5.89991 3.46204 -0.0478742
5.67372 5.62973 -0.952058
3.82646 1.20009 0.827594
0.144513 1.84726 -0.120078
3.44947 5.51664 -0.210858
0.697434 6.26434 0.473437
4.76894 0.961327 0.412939
3.70708 5.35956 -0.0286003
0.263894 1.85982 -0.0213856
5.68628 4.95743 -0.70024
5.47894 5.86221 -0.872615
1.92894 3.88301 0.169774
2.47558 5.51035 -0.985658
5.29673 3.68195 -0.0189703
4.73124 5.7554 -0.453937
6.15124 4.34796 0.202585
2.93425 5.54177 -0.69952
5.90619 2.6892 -0.735418
0.464956 1.9792 0.0362992
4.54274 6.12611 0.0119013
3.42434 5.24018 -0.167178
6.10726 1.91637 -0.491033
2.13 5.74283 -0.890848
3.20442 4.61186 0.162522
1.31947 2.60752 -0.197277
3.28611 2.73319 -0.221975
4.39823 1.14354 0.671018
0.333009 0.590619 0.771468
0.376991 5.62973 -0.140417
0.201062 5.10823 -0.160081
5.10195 0.069115 -0.28243
5.38469 3.96469 0.011316
5.61717 0.936195 -0.00838359
0.370708 2.01062 -0.0475902
5.12708 0.841947 0.128049
1.85354 2.26823 -0.760196
2.0169 3.89557 0.109782
4.1846 0.0753982 0.510205
5.5669 1.11212 -0.0982355
4.68726 2.82115 -0.27383
5.93133 3.90186 0.17584
5.55434 4.05265 -0.0125141
0.980177 5.88734 0.106771
0.57177 1.35717 0.662241
1.16239 0.779115 0.864445
2.39389 2.19283 -0.972129
3.05991 3.70708 0.371095
6.15752 2.39389 -0.622924
0.57177 2.45673 -0.0348745
0.333009 5.69885 -0.151186
3.30496 4.40451 0.449258
1.68389 5.32186 -0.581502
4.22858 1.80327 0.187575
1.32575 3.5123 0.573018
2.9154 1.94779 -0.560831
0.0502655 4.77522 -0.0124858
5.84965 1.5331 -0.343558
4.75637 0.546637 0.400143
3.34894 5.33442 -0.272096
4.11549 4.51133 0.660575
2.04204 2.43788 -0.897851
0.420973 5.10195 0.0216456
6.14496 2.50699 -0.613908
3.43062 0.43354 0.654418
4.97 5.97531 -0.53515
2.06088 4.20345 0.0101993
0.0251327 3.75106 0.494489
5.4538 4.25372 -0.101072
5.55434 0.496372 -0.0780416
3.7008 4.39823 0.743595
2.44416 5.96274 -0.791235
2.89027 4.22858 0.170889
1.21894 1.36973 0.519215
0.703717 4.56788 0.635853
2.63265 0.753982 0.0735161
2.8023 0.603186 0.153319
3.19186 5.43496 -0.445876
1.63363 5.27159 -0.512369
3.87673 5.06425 0.173948
1.63363 2.56354 -0.520287
0.69115 3.7008 0.940846
2.69549 0.716283 0.106
3.38035 1.86611 -0.0486479
4.97628 4.86319 -0.400332
4.57416 2.39389 -0.362103
2.97823 0.741416 0.337595
2.07345 1.79699 -0.640722
0.898495 5.50407 -0.0126971
5.37841 1.60221 -0.517211
3.79504 3.93956 0.982533
4.56788 2.52584 -0.328986
0.471239 1.48283 0.49202
3.88929 2.11115 0.0574338
2.68292 1.48283 -0.309484
3.10389 4.31655 0.318104
4.04637 3.79504 0.968507
1.73416 0.458673 0.236523
4.51761 1.04301 0.624981
4.53646 5.42239 -0.322004
5.90619 2.83372 -0.63106
3.74478 4.81292 0.367309
5.78681 1.74673 -0.591085
2.54469 0.402124 -0.104734
0.973894 1.63991 0.395993
4.21602 0.697434 0.911046
1.51425 2.50699 -0.421004
3.22327 1.98549 -0.287438
6.2015 0.82938 0.416748
0.0251327 2.60124 -0.416023
4.53018 3.13531 0.171923
0.634602 2.29336 -0.0186251
2.85885 4.58673 -0.143568
4.97 3.30496 -0.0858919
5.62973 5.43496 -0.978748
2.44416 5.25903 -0.93635
1.98549 2.11743 -0.812825
3.78876 3.7008 0.930716
3.87044 0.0502655 0.546987
0.0314159 0.772832 0.531237
3.90814 4.25372 0.89664
3.68195 1.35088 0.654035
2.6892 2.83372 -0.681931
5.54805 2.60752 -0.935629
3.6631 5.57947 -0.0613813
5.20876 4.12177 0.0437746
4.64327 1.77186 -0.126792
0.13823 1.21894 0.460004
0.0753982 1.03673 0.513266
4.53018 5.71142 -0.276847
2.40018 2.90283 -0.727857
4.68726 0.320442 0.324075
5.02655 4.40451 -0.00510627
4.02124 4.82549 0.379008
0.389557 4.05894 0.834016
1.52681 0.226195 0.262483
4.24115 5.20876 -0.0142555
3.78876 0.647168 0.962028
1.75929 3.05363 -0.271574
3.25469 1.35088 0.325025
4.56159 4.39195 0.447473
5.47894 2.92168 -0.712534
6.1638 1.54566 -0.0931273
4.1469 6.24549 0.41475
4.79407 2.39389 -0.579898
1.60221 0.911062 0.452896
5.29673 2.21796 -0.94113
1.2315 6.25177 0.28245
0.339292 1.18752 0.660672
4.79407 2.94053 -0.277005
5.24646 2.24938 -0.926787
5.37841 3.20442 -0.423149
1.17496 2.88398 0.109404
6.06327 2.93425 -0.414343
5.94389 3.03478 -0.419849
4.29142 4.2223 0.788269
3.35522 5.69885 -0.252928
0.86708 3.23584 0.587034
0.961327 0.942478 0.944895
3.19814 5.7554 -0.378664
5.54805 4.80035 -0.584987
0.383274 0.490088 0.762125
2.94681 3.83274 0.301254
0.464956 3.29239 0.549304
5.02027 1.18752 0.0580403
2.16142 3.98354 0.0342671
3.44319 1.26292 0.572421
3.11646 4.61814 0.0685685
4.1469 2.89655 0.217062
3.48717 6.01929 0.0669004
1.85982 3.70708 0.179216
3.96469 5.21504 0.0764155
3.12274 0.760265 0.480523
4.37938 4.08407 0.784458
3.91442 3.5123 0.837508
5.76796 3.17929 -0.3911
4.24115 2.07973 -0.0209887
3.66938 0.911062 0.919383
5.91248 0.0628319 -0.275
4.20345 4.64956 0.488164
1.25664 2.29336 -0.202165
4.56159 0.628319 0.624049
3.55628 3.60655 0.76954
5.24646 1.42628 -0.295644
2.43159 4.66212 -0.444145
3.37407 4.29142 0.597162
2.08602 1.05558 1.11022e-16
5.43496 5.20876 -0.914821
4.02752 3.53743 0.845695
5.22133 1.65876 -0.513009
0.766549 4.70611 0.505928
4.83805 0.936195 0.353087
0.508938 4.44221 0.682717
1.84726 0.13823 -0.126111
4.50504 1.9792 -0.163031
0.722566 5.76168 0.0640956
4.27885 1.21265 0.709514
0.106814 1.55195 0.124849
4.82549 1.28805 0.155778
5.18991 0.973894 0.0567186
5.95018 2.28708 -0.804161
1.20009 3.97097 0.835733
5.55434 0.351858 -0.173278
2.89655 5.51664 -0.734997
6.10097 4.05265 0.306086
0.892212 2.79602 0.169922
2.47558 1.66504 -0.579507
3.7385 5.19619 0.0531219
6.10726 5.58575 -0.664604
1.2692 4.32911 0.630461
1.28805 1.99177 -0.105057
6.02557 5.5669 -0.741594
3.20442 2.06088 -0.352631
3.04734 3.95841 0.405323
5.56062 4.17204 -0.0549117
4.93858 1.16239 0.145926
2.38761 6.13867 -0.641523
5.13336 1.65876 -0.460482
2.41903 3.95841 0.00295601
0.892212 4.45478 0.734998
1.72788 4.00239 0.339817
0.967611 0.13823 0.60364
5.66743 0.634602 0.005937
5.33442 1.42 -0.325028
6.22664 0.320442 0.242524
1.67761 3.44319 0.177631
4.52389 1.42 0.332583
4.93858 3.6631 0.213404
5.69885 1.70274 -0.590537
1.33832 4.97628 -0.02762
1.80327 2.2054 -0.701624
2.06717 4.19088 0.0131977
4.27257 0.917345 0.867947
5.85593 0.41469 -0.00836913
4.88203 2.67664 -0.567193
0.797965 2.53841 0.0326776
0.395841 1.76558 0.165878
2.67664 1.99177 -0.773754
4.61814 3.94584 0.593335
3.41177 0.490088 0.672518
0.194779 5.09566 -0.156937
3.93327 0.653451 0.982651
2.44416 2.58867 -0.939203
4.31655 1.85982 0.0825707
0.219911 1.58336 0.200325
2.77088 4.24115 0.0668421
3.79504 4.83805 0.358346
2.14885 1.78442 -0.664808
5.76168 1.72159 -0.580482
4.4108 0.289027 0.556832
0.333009 5.20876 -0.109834
2.82743 0.728849 0.202913
2.90911 1.43885 -0.0937709
4.93858 1.24407 0.0854073
5.38469 2.06717 -0.906027
1.73416 5.57947 -0.653815
0.879646 1.59593 0.466021
6.23292 3.33009 0.133881
0.113097 0.194779 0.302025
1.11841 2.54469 -0.071744
1.78442 3.88929 0.291392
0.502655 1.50796 0.484831
4.66212 2.65779 -0.361585
5.50407 4.14062 -0.0449075
0.307876 5.84965 -0.0924349
0.358142 0.640885 0.807554
4.77522 5.39726 -0.552594
3.5877 3.61283 0.79374
0.55292 2.2431 -0.0403427
4.8569 5.93761 -0.461222
0.238761 2.51956 -0.243759
1.16867 3.33637 0.550044
4.11549 3.33009 0.648951
2.59496 4.22858 -0.0323019
3.53115 3.71336 0.806378
0.496372 1.24407 0.722729
3.53743 0.999026 0.810821
4.96372 1.91637 -0.559589
3.65681 4.1846 0.863855
1.98549 6.18265 -0.468612
3.75106 2.34363 -0.0304752
0.540354 4.46106 0.682022
3.66938 0.0565487 0.49152
1.79071 4.22858 0.198877
4.51133 2.58239 -0.254016
6.09469 4.75637 -0.227988
5.10195 3.19186 -0.301144
1.80956 2.94053 -0.425477
0.245044 4.40451 0.524138
3.09761 5.98788 -0.322363
4.04637 5.80566 0.0776462
0.948761 3.5123 0.811216
0.527788 1.84097 0.177872
5.42867 0.113097 -0.383095
6.02557 3.34265 -0.0506768
0.0125664 5.71142 -0.442488
1.61478 2.77088 -0.381592
3.88929 5.29044 0.0409589
5.03911 1.6085 -0.341629
3.23584 3.27354 0.224111
4.19088 5.25903 -0.0121065
3.95841 5.22761 0.07025
2.17398 5.76796 -0.895928
4.09664 2.41903 -0.0245621
6.10097 0.911062 0.306086
4.3354 6.07584 0.14082
0.439823 5.28416 -0.0697964
3.31124 3.17929 0.204073
3.05363 4.66841 -0.0435859
5.50407 2.79602 -0.818673
1.73416 5.52292 -0.65984
4.43593 5.56062 -0.23347
4.2223 4.25372 0.812293
4.56788 2.97823 -0.0179622
1.79699 3.73221 0.243981
2.18027 5.98788 -0.747805
2.71434 6.13867 -0.519635
0.860796 0.816814 0.993339
1.55195 4.95743 -0.216507
3.23584 3.58142 0.478947
1.80327 1.28805 0.0437218
3.38035 4.45478 0.476154
2.50071 2.62009 -0.911223
1.35088 5.55434 -0.283916
3.21699 0.57177 0.530166
4.27885 0.879646 0.872365
2.02319 4.64956 -0.330478
0.163363 2.17398 -0.306693
2.62009 0.659734 0.0523299
5.1585 0.345575 -0.0705192
4.39823 1.05558 0.722656
0.0565487 3.04106 -0.0434268
3.12903 3.12903 -0.0251301
3.85788 4.68097 0.526626
1.80956 3.02221 -0.348039
1.98549 5.82451 -0.765752
0.238761 1.29434 0.492377
3.99611 4.95115 0.265441
6.12611 1.27549 0.123929
0.150796 3.05991 0.0672022
4.05894 0.358142 0.810984
3.94584 6.08841 0.309755
5.0077 4.1092 0.188727
4.19088 3.56257 0.804932
0.697434 3.06619 0.417169
3.90814 5.09566 0.152818
0.0565487 6.17637 -0.0495754
4.06522 3.18557 0.524939
3.0285 3.85159 0.38219
3.79504 0.766549 0.982336
0.590619 5.78053 0.0403746
2.51956 3.04106 -0.573404
3.00336 0.232478 0.0877156
1.70903 2.84628 -0.414914
3.71965 1.85982 0.184423
5.91248 1.4954 -0.262554
2.22425 5.78681 -0.901455
3.5123 0.948761 0.811216
5.82451 1.42628 -0.254486
0.439823 0.238761 0.615047
0.420973 4.35425 0.701263
1.2692 2.6892 -0.10951
0.175929 5.33442 -0.301228
5.87478 3.20442 -0.301818
5.1208 5.6046 -0.853118
6.18265 5.71142 -0.554908
1.03044 2.41903 -0.0549117
4.68726 4.04009 0.512386
4.86319 0.113097 -0.0363854
2.81487 2.29965 -0.800771
1.9792 4.65584 -0.308056
6.01301 0.131947 -0.126799
4.15947 5.4538 -0.0511461
3.29239 5.91248 -0.189146
0.596903 3.7385 0.929776
6.15752 3.23584 -0.0306543
4.02124 1.14354 0.868269
5.92504 4.19717 0.10047
2.40646 1.45142 -0.379226
3.33637 1.24407 0.493855
0.772832 5.44752 0.00236659
2.89027 4.01496 0.251405
1.58965 1.29434 0.243742
1.77186 0.169646 -0.0292771
1.40743 4.59301 0.278721
4.68726 5.59832 -0.464805
5.17734 4.41708 -0.122346
1.65876 3.05991 -0.16883
5.79938 4.95743 -0.647118
2.6892 2.33106 -0.892513
4.62442 4.77522 0.0248449
5.5669 2.36248 -0.995191
5.91876 1.13726 0.0482153
2.48814 4.26 -0.0895466
4.80035 1.75301 -0.265717
5.50407 1.50168 -0.431065
0.923628 2.11115 0.0398682
5.52292 4.72496 -0.511934
5.61717 1.01159 -0.0361132
0.823097 0.747699 0.997159
1.5331 5.51035 -0.462179
2.27451 0.43354 -0.112122
5.85593 3.93956 0.122716
5.70513 5.37841 -0.943436
4.82549 4.32283 0.23919
1.42628 3.16673 0.167632
2.82115 2.92168 -0.511842
1.4577 4.66841 0.156061
4.05894 6.15752 0.358346
4.8569 2.58239 -0.592212
1.63363 4.08407 0.412862
4.08407 4.76894 0.4191
2.12372 3.32381 -0.268715
3.21071 1.46398 0.174899
0.270177 6.24549 0.219556
4.42336 4.01496 0.765479
1.40743 2.62637 -0.268292
0.376991 0.980177 0.804812
2.49442 6.08212 -0.676701
2.28708 1.03673 -0.0570774
0.0565487 5.92504 -0.271865
4.20345 2.8777 0.173686
4.77522 5.66115 -0.536216
3.4746 4.76894 0.252502
1.47027 2.0546 -0.311911
3.27982 5.31557 -0.330689
2.06717 3.29239 -0.270243
3.80133 0.119381 0.602541
0.339292 2.94053 0.118159
3.79504 2.82115 0.183738
2.90283 4.1469 0.222624
2.7646 4.31027 0.017881
0.496372 3.14788 0.425047
1.22522 2.9908 0.170191
2.94681 5.72398 -0.639592
4.0338 5.21504 0.0664701
1.30062 4.16575 0.701288
4.02124 6.07584 0.28969
5.76168 1.21894 -0.108434
0.490088 0.948761 0.888847
5.48522 3.76991 -0.0243138
6.26434 1.2692 0.264789
0.785398 3.78248 0.979261
3.60027 3.33637 0.586885
2.6515 1.11841 -0.0221537
6.15752 1.48283 -0.0368334
5.26531 2.63894 -0.869085
5.79938 5.76168 -0.843728
5.78681 2.9531 -0.602826
4.68726 4.66841 0.0690478
4.60557 4.64956 0.16867
5.81195 5.90619 -0.746782
2.53212 3.55628 -0.10061
1.63363 2.01062 -0.447923
0.703717 2.12372 0.0464223
5.17106 6.18894 -0.490686
5.89991 5.15221 -0.732083
3.38664 2.61381 -0.19974
4.86319 0.703717 0.344822
5.95018 1.2315 0.00491587
1.82212 5.82451 -0.637872
4.9323 3.02221 -0.331139
4.39195 0.376991 0.641226
4.71239 6.11354 -0.16641
3.33009 3.11646 0.15894
0.427257 3.86416 0.873183
1.48283 6.2392 0.0435859
3.49345 6.23292 0.273347
5.72398 1.05558 -0.0209393
4.17204 0.144513 0.583655
5.39097 3.06619 -0.563747
0.0502655 0.936195 0.527613
1.93522 5.64858 -0.810438
3.55 2.73319 -4.996e-16
2.28708 3.21699 -0.420118
6.17637 4.1092 0.361161
4.97 4.82549 -0.358499
3.05991 5.29673 -0.541435
5.20248 1.4954 -0.340185
5.12708 4.46106 -0.12788
4.61186 1.48283 0.187367
2.04832 2.02947 -0.805165
3.65053 1.47027 0.525352
1.9792 3.09761 -0.40841
2.52584 6.15124 -0.601916
3.24212 1.63363 0.0371884
2.93425 5.51035 -0.701295
4.78779 0.804248 0.424532
4.87575 2.0546 -0.572238
3.53743 0.879646 0.846911
5.27788 5.6423 -0.931674
0.923628 3.96469 0.979593
4.19088 3.98354 0.928767
2.97823 3.11018 -0.191867
1.40743 4.0338 0.649106
3.50602 6.02557 0.0866423
1.44513 5.55434 -0.372461
3.98354 5.10195 0.145481
0.741416 5.96274 0.199114
4.12805 5.47894 -0.0395288
1.75929 1.08699 0.227704
3.04106 0.628319 0.375673
2.52584 1.54566 -0.446373
3.64425 3.33637 0.612054
3.60655 3.11018 0.369388
0.144513 4.81292 0.0426546
2.46929 3.27982 -0.350787
2.49442 0.376991 -0.13874
0.98646 1.40743 0.620588
5.70513 2.39389 -0.9562
1.36973 2.92796 -0.011501
4.34796 2.82115 0.0340534
4.4108 2.04832 -0.124535
3.85159 1.08071 0.909624
3.93956 1.69646 0.375497
0.27646 1.63363 0.199921
4.99513 3.31752 -0.0955919
2.26195 3.45575 -0.197251
0.797965 5.90619 0.157569
0.508938 0.333009 0.734427
4.94487 0.653451 0.258499
5.14593 1.13097 0.00403537
3.93956 3.56885 0.876968
3.72593 0.854513 0.955347
0.904779 5.35956 0.00480203
5.46009 2.2808 -0.992905
4.21602 5.74283 -0.0223816
1.03044 2.34363 -0.0586965
3.71965 0.810531 0.956989
3.42434 1.3823 0.451976
4.71867 5.91248 -0.343949
3.01593 5.6423 -0.603606
5.1585 1.20637 -0.0562252
2.81487 5.95646 -0.60793
3.04106 3.32381 0.0783509
0.00628319 1.70274 -0.124138
6.19522 1.08071 0.327786
5.0454 6.06327 -0.521819
4.65584 2.48814 -0.426263
2.84628 5.56062 -0.774495
1.56451 4.23487 0.414453
3.76991 1.70903 0.339052
3.69451 4.80035 0.359409
4.05265 1.13726 0.865513
5.61088 3.40549 -0.235452
4.73124 6.25805 -0.0439673
3.03478 3.67566 0.33215
5.62345 4.12805 -0.0241757
4.88203 2.15513 -0.626526
3.80133 1.63991 0.415396
1.41372 6.02557 -0.0918552
5.55434 3.53743 -0.141038
0.823097 4.31655 0.854347
3.31752 1.40743 0.332793
2.73947 2.0923 -0.792116
0.69115 0.232478 0.715335
0.0439823 4.46106 0.284802
1.94779 3.74478 0.124891
5.19619 1.92894 -0.740059
0.810531 0.452389 0.892513
1.2692 1.47027 0.383489
0.43354 0.232478 0.605413
5.14593 6.05699 -0.599779
4.36053 5.95646 0.0195628
1.92894 4.09664 0.143202
3.52487 3.34265 0.542513
3.83903 2.79602 0.17357
0.596903 0.590619 0.927427
3.04106 6.12611 -0.254363
2.00434 5.78053 -0.803385
1.93522 2.69549 -0.722237
6.01929 4.19717 0.176952
3.08504 3.89557 0.442585
1.65876 1.99805 -0.464637
5.82451 4.68097 -0.3656
2.45673 0.810531 0.00944095
6.15124 5.10195 -0.481746
1.04929 0.942478 0.90749
4.87575 5.40982 -0.652754
0.615752 0.521504 0.903457
5.43496 4.14062 -0.0410044
6.08212 2.9908 -0.344208
0.653451 2.60752 0.0445375
5.79938 5.90619 -0.75404
4.66841 1.52053 0.0941065
